"phase","parPri","parPub","trial","predResp","corr","phaseNum","trialType","block","excInh","ctrlType"
"ph2",6527826,"BLIND",124,0,1,2,"SI+",11,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",125,0,0,2,"Re6-",11,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",126,1,0,2,"e3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",127,0,0,2,"e2-",11,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",128,1,0,2,"e5+",11,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",129,1,0,2,"E+",11,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",130,1,0,2,"Be3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",131,0,0,2,"Ke5-",11,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",132,1,0,2,"Ce2+",11,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",133,1,1,2,"Ce2+",12,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",134,1,1,2,"E+",12,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",135,0,1,2,"I-",12,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",136,1,1,2,"e3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",137,0,1,2,"ZE-",12,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",138,0,1,2,"e2-",12,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",139,0,1,2,"Re6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",140,0,1,2,"Ke5-",12,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",141,1,1,2,"Be3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",142,0,1,2,"e6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",143,1,1,2,"SI+",12,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",144,1,1,2,"e5+",12,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",145,1,1,2,"Ce2+",13,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",146,1,1,2,"SI+",13,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",147,0,1,2,"e2-",13,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",148,1,1,2,"e5+",13,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",149,0,1,2,"I-",13,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",150,0,1,2,"e6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",151,1,1,2,"E+",13,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",152,1,1,2,"e3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",153,1,0,2,"Ke5-",13,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",154,0,1,2,"ZE-",13,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",155,0,1,2,"Re6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",156,1,1,2,"Be3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",157,1,1,2,"e3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",158,0,1,2,"Re6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",159,0,1,2,"e2-",14,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",160,0,1,2,"I-",14,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",161,1,1,2,"SI+",14,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",162,1,1,2,"E+",14,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",163,0,1,2,"ZE-",14,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",164,0,1,2,"Ke5-",14,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",165,1,1,2,"Ce2+",14,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",166,1,1,2,"e5+",14,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",167,1,1,2,"Be3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",168,0,1,2,"e6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",169,1,1,2,"E+",15,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",170,0,1,2,"e6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",171,1,1,2,"e5+",15,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",172,1,1,2,"Be3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",173,0,1,2,"I-",15,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",174,0,1,2,"Re6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",175,1,1,2,"SI+",15,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",176,1,1,2,"e3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",177,0,1,2,"ZE-",15,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",178,1,1,2,"Ce2+",15,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",179,0,1,2,"e2-",15,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",180,0,1,2,"Ke5-",15,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",181,0,1,2,"e2-",16,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",182,0,1,2,"e6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",183,0,1,2,"ZE-",16,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",184,1,1,2,"E+",16,"Inh","sup. (S & Z)"
"ph2",6527826,"BLIND",185,0,1,2,"I-",16,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",186,1,1,2,"Be3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",187,1,1,2,"e5+",16,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",188,1,1,2,"Ce2+",16,"Exc","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",189,1,1,2,"SI+",16,"Exc","sup. (S & Z)"
"ph2",6527826,"BLIND",190,1,1,2,"e3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6527826,"BLIND",191,0,1,2,"Ke5-",16,"Inh","sup. ctrl. (K & C)"
"ph2",6527826,"BLIND",192,0,1,2,"Re6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",1,1,1,2,"e3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",2,0,1,2,"I-",1,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",3,1,1,2,"E+",1,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",4,1,1,2,"SI+",1,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",5,1,1,2,"Ce2+",1,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",6,0,1,2,"ZE-",1,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",7,0,1,2,"Ke5-",1,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",8,1,1,2,"Be3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",9,1,1,2,"e5+",1,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",10,0,1,2,"Re6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",11,0,1,2,"e2-",1,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",12,0,1,2,"e6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",13,0,1,2,"Re6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",14,1,1,2,"Be3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",15,0,1,2,"e2-",2,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",16,1,1,2,"e5+",2,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",17,0,1,2,"I-",2,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",18,0,1,2,"ZE-",2,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",19,1,1,2,"e3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",20,0,1,2,"e6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",21,1,1,2,"SI+",2,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",22,0,1,2,"Ke5-",2,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",23,1,1,2,"E+",2,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",24,1,1,2,"Ce2+",2,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",25,1,1,2,"Ce2+",3,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",26,1,1,2,"e5+",3,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",27,0,1,2,"e2-",3,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",28,0,1,2,"Ke5-",3,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",29,0,1,2,"Re6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",30,1,1,2,"e3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",31,1,1,2,"SI+",3,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",32,1,1,2,"Be3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",33,1,1,2,"E+",3,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",34,0,1,2,"ZE-",3,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",35,0,1,2,"e6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",36,0,1,2,"I-",3,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",37,1,1,2,"e5+",4,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",38,0,1,2,"e6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",39,1,1,2,"Be3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",40,0,1,2,"Re6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",41,0,1,2,"Ke5-",4,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",42,1,1,2,"Ce2+",4,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",43,0,1,2,"e2-",4,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",44,1,1,2,"e3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",45,0,1,2,"I-",4,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",46,1,1,2,"E+",4,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",47,0,1,2,"ZE-",4,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",48,1,1,2,"SI+",4,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",49,0,1,2,"e2-",5,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",50,1,1,2,"e3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",51,1,1,2,"SI+",5,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",52,0,1,2,"ZE-",5,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",53,1,1,2,"e5+",5,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",54,1,1,2,"Ce2+",5,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",55,1,1,2,"E+",5,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",56,0,1,2,"I-",5,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",57,1,1,2,"Be3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",58,0,1,2,"e6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",59,0,1,2,"Ke5-",5,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",60,0,1,2,"Re6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",61,1,0,2,"E+",6,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",62,1,0,2,"Be3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",63,0,0,2,"e2-",6,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",64,1,0,2,"e3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",65,1,0,2,"e5+",6,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",66,0,0,2,"Ke5-",6,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",67,1,1,2,"e6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",68,0,0,2,"ZE-",6,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",69,0,0,2,"I-",6,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",70,1,0,2,"Ce2+",6,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",71,1,0,2,"SI+",6,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",72,0,0,2,"Re6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",73,1,1,2,"Ce2+",7,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",74,1,1,2,"SI+",7,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",75,0,1,2,"e2-",7,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",76,1,0,2,"ZE-",7,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",77,1,1,2,"e3+",7,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",78,0,1,2,"Re6-",7,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",79,1,1,2,"e5+",7,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",80,1,1,2,"Be3+",7,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",81,0,1,2,"I-",7,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",82,1,1,2,"E+",7,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",83,0,1,2,"e6-",7,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",84,0,1,2,"Ke5-",7,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",85,1,1,2,"e3+",8,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",86,1,1,2,"SI+",8,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",87,1,1,2,"e5+",8,"Inh","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",88,1,1,2,"Be3+",8,"Exc","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",89,0,1,2,"e6-",8,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",90,0,1,2,"ZE-",8,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",91,1,1,2,"Ce2+",8,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",92,1,1,2,"E+",8,"Inh","sup. (S & Z)"
"ph2",6526300,"BLIND",93,0,1,2,"e2-",8,"Exc","sup. ctrl. (K & C)"
"ph2",6526300,"BLIND",94,0,1,2,"I-",8,"Exc","sup. (S & Z)"
"ph2",6526300,"BLIND",95,0,1,2,"Re6-",8,"Inh","rel. val. ctrl. (B & R)"
"ph2",6526300,"BLIND",96,0,1,2,"Ke5-",8,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",97,1,0,2,"ZE-",9,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",98,0,1,2,"Re6-",9,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",99,1,1,2,"Be3+",9,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",100,0,0,2,"E+",9,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",101,0,1,2,"I-",9,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",102,1,1,2,"Ce2+",9,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",103,1,1,2,"e3+",9,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",104,1,1,2,"SI+",9,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",105,1,1,2,"e5+",9,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",106,0,1,2,"e2-",9,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",107,0,1,2,"e6-",9,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",108,0,1,2,"Ke5-",9,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",109,1,0,2,"E+",10,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",110,0,0,2,"ZE-",10,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",111,1,0,2,"SI+",10,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",112,1,0,2,"Be3+",10,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",113,0,0,2,"e6-",10,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",114,1,0,2,"e3+",10,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",115,1,0,2,"e5+",10,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",116,0,0,2,"e2-",10,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",117,0,1,2,"Ce2+",10,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",118,0,0,2,"Ke5-",10,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",119,1,1,2,"I-",10,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",120,0,0,2,"Re6-",10,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",121,1,0,2,"Ke5-",11,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",122,0,0,2,"SI+",11,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",123,0,1,2,"e6-",11,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",124,0,1,2,"Re6-",11,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",125,1,1,2,"E+",11,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",126,0,1,2,"e2-",11,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",127,1,1,2,"e3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",128,0,1,2,"I-",11,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",129,1,0,2,"ZE-",11,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",130,1,1,2,"e5+",11,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",131,1,1,2,"Ce2+",11,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",132,1,1,2,"Be3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",133,1,1,2,"e5+",12,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",134,0,1,2,"Re6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",135,1,0,2,"e6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",136,0,1,2,"e2-",12,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",137,0,1,2,"ZE-",12,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",138,0,1,2,"I-",12,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",139,1,1,2,"Be3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",140,1,1,2,"Ce2+",12,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",141,1,1,2,"E+",12,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",142,0,1,2,"Ke5-",12,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",143,1,1,2,"e3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",144,1,1,2,"SI+",12,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",145,0,1,2,"e6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",146,1,1,2,"Be3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",147,0,1,2,"ZE-",13,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",148,1,1,2,"e5+",13,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",149,0,1,2,"Ke5-",13,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",150,1,1,2,"e3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",151,1,0,2,"e2-",13,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",152,0,1,2,"I-",13,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",153,1,1,2,"Ce2+",13,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",154,1,1,2,"SI+",13,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",155,0,1,2,"Re6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",156,1,1,2,"E+",13,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",157,1,1,2,"Ce2+",14,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",158,1,1,2,"e5+",14,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",159,1,0,2,"ZE-",14,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",160,0,1,2,"I-",14,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",161,1,1,2,"SI+",14,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",162,1,1,2,"E+",14,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",163,0,1,2,"e6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",164,1,1,2,"Be3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",165,0,1,2,"Ke5-",14,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",166,1,1,2,"e3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",167,0,1,2,"e2-",14,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",168,0,1,2,"Re6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",169,0,1,2,"e6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",170,1,1,2,"e5+",15,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",171,1,1,2,"SI+",15,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",172,0,1,2,"I-",15,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",173,1,1,2,"Ce2+",15,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",174,0,1,2,"Ke5-",15,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",175,0,1,2,"Re6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",176,1,0,2,"ZE-",15,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",177,0,1,2,"e2-",15,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",178,1,1,2,"Be3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",179,1,1,2,"e3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",180,1,1,2,"E+",15,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",181,0,1,2,"ZE-",16,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",182,0,1,2,"Ke5-",16,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",183,0,1,2,"Re6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",184,1,1,2,"SI+",16,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",185,1,1,2,"E+",16,"Inh","sup. (S & Z)"
"ph2",6528073,"BLIND",186,0,1,2,"e2-",16,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",187,1,1,2,"e5+",16,"Inh","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",188,0,1,2,"e6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",189,1,1,2,"Ce2+",16,"Exc","sup. ctrl. (K & C)"
"ph2",6528073,"BLIND",190,1,1,2,"Be3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6528073,"BLIND",191,0,1,2,"I-",16,"Exc","sup. (S & Z)"
"ph2",6528073,"BLIND",192,1,1,2,"e3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",1,1,0,2,"Ke5-",1,"Inh","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",2,1,0,2,"e2-",1,"Exc","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",3,1,1,2,"E+",1,"Inh","sup. (S & Z)"
"ph2",6529017,"BLIND",4,0,0,2,"e3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",5,0,1,2,"ZE-",1,"Inh","sup. (S & Z)"
"ph2",6529017,"BLIND",6,1,1,2,"Be3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",7,1,1,2,"Ce2+",1,"Exc","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",8,1,1,2,"e5+",1,"Inh","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",9,1,0,2,"Re6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",10,1,1,2,"SI+",1,"Exc","sup. (S & Z)"
"ph2",6529017,"BLIND",11,0,1,2,"I-",1,"Exc","sup. (S & Z)"
"ph2",6529017,"BLIND",12,1,0,2,"e6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",13,1,1,2,"e3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6529017,"BLIND",14,0,0,2,"Ce2+",2,"Exc","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",15,0,1,2,"I-",2,"Exc","sup. (S & Z)"
"ph2",6529017,"BLIND",16,1,1,2,"E+",2,"Inh","sup. (S & Z)"
"ph2",6529017,"BLIND",17,1,0,2,"Ke5-",2,"Inh","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",18,0,1,2,"e2-",2,"Exc","sup. ctrl. (K & C)"
"ph2",6529017,"BLIND",19,0,1,2,"e6-",2,"Inh","rel. val. ctrl. (B & R)"
